	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED]	plot36_0000172767_2	TonB-dependent receptor	255	20	7.2321E-127	71.7	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED]	plot1_0000223214_3	MBL fold metallo-hydrolase	323	20	7.91812E-139	69.33	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000017547_4	thiamine pyrophosphate-requiring protein	544	20	0.0	97.37	3	F:GO:0000287; F:GO:0003824; F:GO:0030976	F:magnesium ion binding; F:catalytic activity; F:thiamine pyrophosphate binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000018633_1	amino acid/amide ABC transporter substrate-binding protein, HAAT family	357	20	1.64017E-171	55.82	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot1_0000000151_65	hypothetical protein DMG13_05890	255	20	1.88936E-50	55.48								
true	[BLASTED, MAPPED]	plot30_0000470764_1	ABC-type sugar transport system substrate-binding protein	323	20	2.3001E-136	63.27	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED]	plot30_0000014710_8	class A beta-lactamase-related serine hydrolase	374	20	0.0	74.91								
true	[BLASTED]	plot1_0000220712_2	branched-chain amino acid ABC transporter substrate-binding protein	408	20	0.0	93.06								
true	[BLASTED, MAPPED]	plot30_0000006603_9	ABC transporter substrate-binding protein	255	20	2.41057E-87	66.89	3	P:GO:0015689; C:GO:0016020; C:GO:0016021	P:molybdate ion transport; C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	plot36_0000074812_2	Fungalysin metallopeptidase (M36)	578	20	0.0	58.86	4	F:GO:0004222; C:GO:0005615; P:GO:0006508; F:GO:0008270	F:metalloendopeptidase activity; C:extracellular space; P:proteolysis; F:zinc ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000067892_2	LLM class flavin-dependent oxidoreductase	323	20	5.13885E-176	67.58	2	F:GO:0016705; P:GO:0055114	F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000066379_4	2-methylisocitrate lyase	272	20	2.30892E-128	79.98	1	F:GO:0016829	F:lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000366055_3	peptide ABC transporter substrate-binding protein	323	20	1.88082E-74	60.62	2	P:GO:0006810; C:GO:0016020	P:transport; C:membrane					
true	[BLASTED]	plot1_0000293906_2	DUF1080 domain-containing protein	238	20	1.1239E-80	67.67								
true	[BLASTED, MAPPED]	plot1_0000022517_6	cytochrome C	425	20	1.50944E-146	67.21	4	F:GO:0009055; F:GO:0016829; F:GO:0020037; P:GO:0022900	F:electron transfer activity; F:lyase activity; F:heme binding; P:electron transport chain					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000453119_1	ABC transporter substrate-binding protein	613	20	0.0	70.97	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000431571_3	ABC transporter substrate-binding protein	562	20	0.0	79.85	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED]	plot1_0000263384_1	hypothetical protein DMG14_02985	460	20	0.0	70.21								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000556908_2	Glucose/arabinose dehydrogenase, beta-propeller fold	409	20	0.0	80.88	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED]	plot1_0000144058_5	Uncharacterised protein	358	20	0.0	88.53								
true	[BLASTED]	plot6_0000279442_3	tripartite tricarboxylate transporter substrate binding protein	341	20	5.97529E-120	66.48								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000700956_1	alpha/beta hydrolase	290	20	5.45898E-144	74.94	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot30_0000237391_2	Ig-like domain repeat protein	529	20	0.0	70.93								
true	[BLASTED]	plot1_0000186251_1	sugar ABC transporter substrate-binding protein	256	20	2.7186E-93	57.6								
true	[BLASTED]	plot6_0000005478_7	ABC transporter substrate-binding protein	256	20	1.48301E-69	65.56								
true	[BLASTED]	plot30_0000010596_9	hypothetical protein DMD77_09780	478	20	0.0	74.57								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000027189_10	pili assembly chaperone	222	20	1.47653E-38	67.49	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED]	plot6_0000006984_3	periplasmic binding family protein	444	20	1.29089E-106	45.69								
true	[BLASTED]	plot1_0000109504_6	phage major capsid protein	427	20	8.97861E-115	60.87								
true	[BLASTED, MAPPED]	plot1_0000233787_5	glutathione S-transferase family protein	205	20	8.29147E-82	67.49	1	F:GO:0016740	F:transferase activity					
true	[BLASTED, MAPPED]	plot1_0000048161_4	bilirubin oxidase	598	20	0.0	61.34	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED]	plot36_0000373066_2	DUF4331 domain-containing protein	393	20	7.70311E-64	46.9								
true	[BLASTED, MAPPED]	plot30_0000655339_2	ABC transporter substrate-binding protein	376	20	6.61661E-112	63.11	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000212060_2	arylsulfatase	564	20	0.0	94.55	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000162926_2	alkane 1-monooxygenase	359	20	0.0	77.44	3	F:GO:0004497; F:GO:0016705; P:GO:0055114	F:monooxygenase activity; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000002166_9	hypothetical protein DMG03_24540	359	20	0.0	87.45	3	F:GO:0003824; C:GO:0016021; F:GO:0046872	F:catalytic activity; C:integral component of membrane; F:metal ion binding					
true	[BLASTED]	plot1_0000620375_1	extracellular solute-binding protein	342	20	0.0	89.6								
true	[BLASTED]	plot1_0000094881_2	tripartite tricarboxylate transporter substrate binding protein	342	20	0.0	72.67								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000017153_10	HIT family protein	171	20	1.8406E-72	86.38	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000246027_2	phosphate ABC transporter substrate-binding protein PstS	342	20	0.0	88.56	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED]	plot30_0000239465_1	ABC transporter substrate-binding protein	325	20	3.6857E-67	55.24	3	F:GO:0004970; C:GO:0016020; P:GO:0035235	F:ionotropic glutamate receptor activity; C:membrane; P:ionotropic glutamate receptor signaling pathway					
true	[BLASTED]	plot30_0000025652_11	tripartite tricarboxylate transporter substrate binding protein	325	20	2.68391E-162	80.04								
true	[BLASTED]	plot1_0000000060_116	SRPBCC family protein	154	20	2.13025E-56	72.91								
true	[BLASTED]	plot1_0000101075_2	SRPBCC family protein	154	20	3.80449E-56	73.19								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000365314_1	PQQ-dependent dehydrogenase, methanol/ethanol family	154	20	4.40474E-76	88.46	4	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	F:calcium ion binding; C:membrane; F:ethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED]	plot1_0000008818_18	amidase	616	20	0.0	78.45	1	F:GO:0016740	F:transferase activity					
true	[BLASTED, MAPPED]	plot36_0000159495_1	bilirubin oxidase	291	20	1.03027E-88	56.96	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED]	plot1_0000343239_1	hypothetical protein DMD93_14050	428	20	5.35376E-137	65.08								
true	[BLASTED, MAPPED]	plot36_0000331714_1	sugar-binding protein	805	20	0.0	52.27	3	C:GO:0005737; C:GO:0016020; C:GO:0016021	C:cytoplasm; C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	plot1_0000030787_12	twin-arginine translocation signal domain-containing protein	257	20	1.32063E-45	59.82	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000004186_19	alpha/beta hydrolase	257	20	1.63284E-151	71.11	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED]	plot1_0000204457_2	DUF1501 domain-containing protein	377	20	0.0	86.61								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000506226_3	alanine--glyoxylate aminotransferase family protein	377	20	0.0	73.57	1	F:GO:0008483	F:transaminase activity					
true	[BLASTED]	plot30_0000070858_5	phage tail sheath family protein	617	20	0.0	73.05								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000217211_3	MBL fold metallo-hydrolase	480	20	0.0	78.5	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot36_0000336254_2	TonB-dependent receptor	480	20	3.4216E-29	40.62	3	C:GO:0009279; C:GO:0016020; C:GO:0016021	C:cell outer membrane; C:membrane; C:integral component of membrane					
true	[NO-BLAST]	plot36_0000340527_2	---NA---	240											
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000289717_3	peptide-methionine (S)-S-oxide reductase	240	20	9.21632E-136	79.41	3	P:GO:0006464; F:GO:0008113; P:GO:0055114	P:cellular protein modification process; F:peptide-methionine (S)-S-oxide reductase activity; P:oxidation-reduction process	EC:1.8.4.11	Peptide-methionine (S)-S-oxide reductase			
true	[BLASTED, MAPPED]	plot36_0000345079_2	putative efflux RND transporter protein	343	20	7.55896E-129	67.52	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot1_0000033356_8	lectin	223	20	1.37011E-106	75.09								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000025064_6	carboxymethylenebutenolidase	223	20	5.59353E-126	82.81	1	F:GO:0008806	F:carboxymethylenebutenolidase activity	EC:3.1.1.45; EC:3.1.1.1	Carboxymethylenebutenolidase; Carboxylesterase			
true	[BLASTED]	plot30_0000046727_7	ABC transporter substrate-binding protein	326	20	3.50446E-119	65.76								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000041010_4	dienelactone hydrolase	326	20	3.74931E-155	68.36	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000083296_2	tripartite tricarboxylate transporter substrate binding protein	326	20	4.71097E-139	73.69								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000164082_4	branched-chain amino acid aminotransferase	309	20	7.25255E-108	66.41	1	F:GO:0004084	F:branched-chain-amino-acid transaminase activity	EC:2.6.1.42	Branched-chain-amino-acid transaminase			
true	[BLASTED, MAPPED]	plot1_0000207931_3	Glycine/D-amino acid oxidase (deaminating)/Glycerol-3-phosphate dehydrogenase	378	20	1.11568E-169	68.84	4	C:GO:0016020; C:GO:0016021; F:GO:0016491; P:GO:0055114	C:membrane; C:integral component of membrane; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	plot36_0000181654_1	hypothetical protein A2W00_15575	1100	6	0.0	55.01	2	P:GO:0007154; C:GO:0016021	P:cell communication; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000320144_2	porin	550	20	7.48371E-163	52.2	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000053933_3	alpha/beta hydrolase	361	20	2.16475E-170	76.91	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000048762_5	ABC transporter substrate-binding protein	447	20	0.0	91.27	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED]	plot1_0000616213_1	extracellular solute-binding protein	430	20	4.49136E-135	63.47	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED]	plot6_0000271100_2	DUF4142 domain-containing protein	172	20	1.05299E-80	83.3								
true	[BLASTED, MAPPED]	plot1_0000192671_2	ABC transporter substrate-binding protein	430	20	1.49915E-173	71.54	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED]	plot1_0000340115_1	aldo/keto reductase	258	20	2.06743E-93	69.19	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	plot36_0000450228_1	extracellular solute-binding protein	430	20	8.52981E-136	62.12	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED]	plot30_0000024409_7	Ig-like domain repeat protein	671	20	0.0	49.88								
true	[BLASTED]	plot36_0000029458_3	tripartite tricarboxylate transporter substrate binding protein BugD	327	20	1.48318E-167	82.43								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000241297_1	ABC transporter substrate-binding protein	465	20	0.0	76.03	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED]	plot30_0000028772_2	T9SS C-terminal target domain-containing protein	586	20	2.40618E-55	53.68								
true	[BLASTED]	plot30_0000105959_3	YncE family protein	431	20	0.0	85.46								
true	[BLASTED]	plot30_0000632376_1	outer membrane protein/peptidoglycan-associated (lipo)protein	638	20	0.0	68.42								
true	[BLASTED]	plot30_0000276286_3	tripartite tricarboxylate transporter substrate binding protein	345	20	9.38966E-118	69.09								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000158308_3	intein N-terminal splicing region	207	20	1.90021E-108	77.97	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000032474_5	cysteine hydrolase	207	20	6.60818E-57	57.61	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED]	plot36_0000003381_8	hypothetical protein A3H29_10105	259	20	3.22251E-84	65.76	1	F:GO:0030246	F:carbohydrate binding					
true	[BLASTED, MAPPED]	plot1_0000630361_1	extracellular solute-binding protein	449	20	0.0	70.42	1	F:GO:0005524	F:ATP binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000570276_3	peptidylprolyl isomerase	190	20	2.95665E-92	84.18	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000550522_3	dienelactone hydrolase family protein	190	20	9.2116E-88	76.9	2	F:GO:0008806; C:GO:0016020	F:carboxymethylenebutenolidase activity; C:membrane	EC:3.1.1.45; EC:3.1.1.1	Carboxymethylenebutenolidase; Carboxylesterase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000592377_2	PQQ-dependent sugar dehydrogenase	380	20	0.0	81.25	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED]	plot6_0000296589_1	spermidine/putrescine ABC transporter substrate-binding protein	190	20	4.79552E-75	71.21	3	P:GO:0015846; F:GO:0019808; C:GO:0042597	P:polyamine transport; F:polyamine binding; C:periplasmic space					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000054858_4	cytochrome P460	190	20	1.59157E-79	73.61	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000120690_2	bilirubin oxidase	622	20	0.0	67.01	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000065952_1	MBL fold metallo-hydrolase	363	20	0.0	89.58	2	C:GO:0016021; F:GO:0016787	C:integral component of membrane; F:hydrolase activity					
true	[NO-BLAST]	plot6_0000016310_5	---NA---	519											
true	[BLASTED]	plot1_0000263269_4	DUF4331 domain-containing protein	346	20	1.75905E-180	56.75								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000109593_3	D-ribose ABC transporter substrate-binding protein	346	20	5.16475E-108	61.76	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000045059_2	orotate phosphoribosyltransferase	173	20	2.88711E-93	79.55	1	F:GO:0004588	F:orotate phosphoribosyltransferase activity	EC:2.4.2.10	Orotate phosphoribosyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000056332_5	ABC transporter substrate-binding protein	346	20	0.0	71.06	3	P:GO:0015846; F:GO:0019808; C:GO:0042597	P:polyamine transport; F:polyamine binding; C:periplasmic space					
true	[BLASTED]	plot30_0000127842_5	hypothetical protein USCGTAYLOR_01094	225	20	4.65996E-85	66.66								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000471298_2	twin-arginine translocation pathway signal protein	554	20	0.0	63.67	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000172657_1	aldehyde dehydrogenase	606	20	0.0	79.66	2	F:GO:0047121; P:GO:0055114	F:isoquinoline 1-oxidoreductase activity; P:oxidation-reduction process	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000286673_3	MBL fold metallo-hydrolase	329	20	0.0	88.04	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000190995_2	hypothetical protein A3F90_04070	329	20	1.41132E-174	74.05								
true	[BLASTED, MAPPED]	plot30_0000000587_31	hypothetical protein AUH29_09435	381	20	3.79132E-162	61.61	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000125190_4	ABC transporter substrate-binding protein	381	20	0.0	83.23	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000101151_3	ABC transporter substrate-binding protein	537	20	0.0	78.55	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000153074_1	urea ABC transporter	208	20	2.56273E-150	82.43	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot30_0000433557_1	sugar ABC transporter substrate-binding protein	312	20	3.5755E-148	81.15								
true	[BLASTED]	plot1_0000032869_8	hypothetical protein	208	20	4.20804E-68	62.68								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000066729_5	glutathione S-transferase	208	20	4.18243E-125	88.94	1	F:GO:0016740	F:transferase activity					
true	[BLASTED, MAPPED]	plot1_0000009188_9	YncE family protein	312	20	9.56516E-168	77.8	1	F:GO:0003677	F:DNA binding					
true	[BLASTED]	plot36_0000327827_2	VOC family protein	260	20	2.8747E-149	62.11								
true	[BLASTED, MAPPED]	plot1_0000663352_1	Cna protein B-type domain-containing protein	468	20	1.83497E-122	53.34	6	F:GO:0004674; P:GO:0006468; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310	F:protein serine/threonine kinase activity; P:protein phosphorylation; C:membrane; C:integral component of membrane; F:kinase activity; P:phosphorylation					
true	[BLASTED]	plot36_0000495344_1	hypothetical protein AUI88_02470	364	12	4.31694E-61	50.59								
true	[BLASTED, MAPPED]	plot30_0000016495_10	hypothetical protein A2Y62_19765	1023	20	6.91445E-164	60.99	4	P:GO:0006508; F:GO:0008233; C:GO:0016020; C:GO:0016021	P:proteolysis; F:peptidase activity; C:membrane; C:integral component of membrane					
true	[BLASTED]	plot6_0000219421_1	hypothetical protein BZY88_09085	659	20	0.0	70.82								
true	[BLASTED, MAPPED]	plot6_0000020469_9	branched-chain amino acid ABC transporter substrate-binding protein	399	20	3.95829E-142	61.73	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED]	plot36_0000007646_6	amino acid ABC transporter substrate-binding protein	399	20	0.0	75.18	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000000881_11	amidase	590	20	0.0	82.08	1	F:GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000577883_1	hypothetical protein AUH09_02520	538	20	0.0	88.31	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000006732_10	alpha/beta hydrolase	243	20	8.11702E-138	71.28	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000204455_2	hypothetical protein DMG52_16860	243	20	1.41107E-118	79.51								
true	[BLASTED, MAPPED]	plot36_0000313942_1	ABC transporter substrate-binding protein	486	20	0.0	52.78	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000582786_1	DUF1501 domain-containing protein	243	20	1.22731E-128	84.07	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000496125_3	N-acyl homoserine lactonase family protein	191	20	3.52923E-114	81.63	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000007303_8	ABC transporter substrate-binding protein	556	20	0.0	81.54	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000167136_1	hydrogenase large subunit	417	20	0.0	91.68	1	F:GO:0016151	F:nickel cation binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000008228_9	glycerol kinase	504	20	0.0	80.34	5	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	F:glycerol kinase activity; F:ATP binding; P:glycerol-3-phosphate metabolic process; P:phosphorylation; P:glycerol catabolic process	EC:2.7.1.30	Glycerol kinase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000642724_1	linear amide C-N hydrolase	365	20	1.69057E-173	77.62	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000084539_2	DUF1080 domain-containing protein	226	20	7.41883E-81	64.73								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000038810_5	phosphate ABC transporter substrate-binding protein PstS	226	20	3.83677E-94	66.05	1	P:GO:0006817	P:phosphate ion transport					
true	[BLASTED, MAPPED]	plot36_0000308446_3	TetR family transcriptional regulator	226	20	1.47042E-66	71.9	1	F:GO:0003677	F:DNA binding					
true	[BLASTED, MAPPED]	plot30_0000058912_3	ABC transporter substrate-binding protein	400	20	0.0	71.17	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED]	plot1_0000007339_17	hypothetical protein A2Y62_19765	835	20	4.12586E-157	59.84	4	P:GO:0006508; F:GO:0008233; C:GO:0016020; C:GO:0016021	P:proteolysis; F:peptidase activity; C:membrane; C:integral component of membrane					
true	[BLASTED]	plot1_0000001254_36	capsid protein	435	20	1.74057E-110	58.21								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000024456_5	alpha/beta fold hydrolase	348	20	0.0	81.09	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot6_0000076796_3	hypothetical protein DLM72_17495	209	20	1.26228E-91	61.58	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	plot1_0000102236_1	ABC transporter substrate-binding protein	418	20	0.0	79.57	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED]	plot1_0000015254_11	hypothetical protein	209	20	4.27054E-68	68.78	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED]	plot36_0000068445_6	MFS transporter	366	20	4.13254E-127	68.33								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000016427_3	carbonic anhydrase	244	20	9.95688E-135	83.04	3	F:GO:0004089; F:GO:0008270; C:GO:0016021	F:carbonate dehydratase activity; F:zinc ion binding; C:integral component of membrane	EC:4.2.1.1	Carbonic anhydrase			
true	[BLASTED, MAPPED]	plot36_0000044724_7	Cna protein B-type domain-containing protein	523	20	1.29031E-72	48.16	6	F:GO:0004674; P:GO:0006468; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310	F:protein serine/threonine kinase activity; P:protein phosphorylation; C:membrane; C:integral component of membrane; F:kinase activity; P:phosphorylation					
true	[BLASTED]	plot30_0000212030_2	tannase/feruloyl esterase family alpha/beta hydrolase	680	20	0.0	62.59								
true	[BLASTED, MAPPED]	plot36_0000464499_1	M23 family metallopeptidase	279	19	6.50775E-32	48.3	2	P:GO:0006508; F:GO:0008237	P:proteolysis; F:metallopeptidase activity					
true	[BLASTED, MAPPED]	plot30_0000050514_2	bilirubin oxidase	628	20	0.0	66.47	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED]	plot1_0000197194_3	immunogenic protein precursor	314	20	2.35997E-158	81.6								
true	[BLASTED]	plot30_0000050702_3	phosphatase	541	20	0.0	71.09								
true	[BLASTED]	plot6_0000250346_4	PQQ-like domain-containing protein	192	20	4.35976E-71	71.17								
true	[BLASTED]	plot1_0000130325_4	polyisoprenoid-binding protein	192	20	8.12796E-73	67.73								
true	[BLASTED, MAPPED]	plot1_0000563321_1	VOC family protein	192	20	8.99809E-95	64.5	2	F:GO:0004462; F:GO:0046872	F:lactoylglutathione lyase activity; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000102342_2	formyl-CoA transferase	419	20	0.0	77.36	1	F:GO:0033608	F:formyl-CoA transferase activity	EC:2.8.3.16	Formyl-CoA transferase			
true	[BLASTED]	plot1_0000091196_4	phosphatase PAP2 family protein	419	20	0.0	70.19								
true	[BLASTED, MAPPED]	plot30_0000669507_2	prepilin-type N-terminal cleavage/methylation domain-containing protein	227	9	3.58038E-38	47.84	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	plot30_0000072501_4	molybdate ABC transporter substrate-binding protein	227	20	1.85716E-92	62.79	3	P:GO:0015689; C:GO:0016020; C:GO:0016021	P:molybdate ion transport; C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000450568_1	choline dehydrogenase	332	20	0.0	87.72	3	F:GO:0016614; F:GO:0050660; P:GO:0055114	F:oxidoreductase activity, acting on CH-OH group of donors; F:flavin adenine dinucleotide binding; P:oxidation-reduction process					
true	[BLASTED]	plot36_0000111318_4	tripartite tricarboxylate transporter substrate binding protein	332	20	3.72749E-162	75.02								
true	[BLASTED]	plot36_0000213387_2	hypothetical protein DMG17_18380	332	20	1.61465E-76	71.44								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000075430_1	hypothetical protein ABT15_14360	402	20	0.0	65.64	1	F:GO:0004157	F:dihydropyrimidinase activity	EC:3.5.2.2	Dihydropyrimidinase			
true	[BLASTED]	plot30_0000258687_4	ABC transporter permease	437	20	0.0	85.63								
true	[BLASTED, MAPPED]	plot36_0000379094_2	transglutaminase domain-containing protein	350	4	1.64382E-39	49.49	2	F:GO:0004252; P:GO:0006508	F:serine-type endopeptidase activity; P:proteolysis					
