	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	KRT18120.1	superoxide dismutase	202	20	2.24451E-147	99.18	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KRG45840.1	phosphate ABC transporter substrate-binding protein PstS	365	20	0.0	90.24	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED]	KRF39354.1	exo-alpha-sialidase	532	20	0.0	65.53	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	KRF30302.1	ABC transporter substrate-binding protein	607	20	0.0	80.5	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KRF30131.1	branched-chain amino acid ABC transporter substrate-binding protein	385	20	0.0	83.15	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED]	KRE70432.1	sugar ABC transporter substrate-binding protein	432	20	0.0	74.89	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	KRE21138.1	Cna B domain protein	679	20	0.0	70.2	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	KQL46056.1	peptide ABC transporter substrate-binding protein	552	20	0.0	84.79	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KPH11428.1	superoxide dismutase	224	20	3.54021E-165	96.21	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KPC61426.1	glycerol kinase	520	20	0.0	96.95	5	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	F:glycerol kinase activity; F:ATP binding; P:glycerol-3-phosphate metabolic process; P:phosphorylation; P:glycerol catabolic process	EC:2.7.1.30	Glycerol kinase			
true	[BLASTED, MAPPED, ANNOTATED]	KPC54540.1	phosphate ABC transporter substrate-binding protein PstS	346	20	0.0	82.07	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	KOX59738.1	PQQ-dependent dehydrogenase, methanol/ethanol family	601	20	0.0	98.29	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	KOX51622.1	gluconolactonase	407	20	0.0	94.11	1	F:GO:0004341	F:gluconolactonase activity	EC:3.1.1.17; EC:3.1.1.1	Gluconolactonase; Carboxylesterase			
true	[BLASTED, MAPPED, ANNOTATED]	KOX17544.1	ribose-5-phosphate isomerase	183	20	2.5955E-130	96.07	2	F:GO:0004751; P:GO:0005975	F:ribose-5-phosphate isomerase activity; P:carbohydrate metabolic process	EC:5.3.1.6	Ribose-5-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	KOX15085.1	sulfurtransferase	300	20	0.0	98.2	1	F:GO:0004792	F:thiosulfate sulfurtransferase activity	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED, MAPPED, ANNOTATED]	KOU58718.1	ABC transporter substrate-binding protein	568	20	0.0	93.66	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KOU35135.1	glyoxalase	120	20	4.89721E-80	91.36	1	F:GO:0016829	F:lyase activity					
true	[BLASTED, MAPPED, ANNOTATED]	KOP32152.1	superoxide dismutase [Fe]	192	20	1.24922E-138	98.36	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KNH33954.1	superoxide dismutase	202	20	4.622E-148	97.1	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KNB68995.1	sigma-54-dependent Fis family transcriptional regulator	759	20	0.0	81.16	4	F:GO:0005524; P:GO:0006355; F:GO:0008134; F:GO:0043565	F:ATP binding; P:regulation of transcription, DNA-templated; F:transcription factor binding; F:sequence-specific DNA binding					
true	[BLASTED, MAPPED, ANNOTATED]	KMS79178.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	709	20	0.0	90.53	2	F:GO:0004854; P:GO:0055114	F:xanthine dehydrogenase activity; P:oxidation-reduction process	EC:1.17.1; EC:1.17.1.4	Acting on CH or CH(2) groups; Xanthine dehydrogenase			
true	[BLASTED, MAPPED, ANNOTATED]	KMO38794.1	SMP-30/gluconolactonase/LRE family protein	311	20	0.0	94.5	1	F:GO:0004341	F:gluconolactonase activity	EC:3.1.1.17; EC:3.1.1.1	Gluconolactonase; Carboxylesterase			
true	[BLASTED, MAPPED, ANNOTATED]	KMO35278.1	sorbosone dehydrogenase	425	20	0.0	90.13	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	KMK75988.1	superoxide dismutase	202	20	1.44706E-147	92.13	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KLN55243.1	ABC transporter substrate-binding protein	387	20	0.0	88.77	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	KLD65235.1	linear amide C-N hydrolase	360	20	0.0	88.28	1	F:GO:0045302	F:choloylglycine hydrolase activity	EC:3.5.1.24	Choloylglycine hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	KKC47929.1	superoxide dismutase	400	20	0.0	74.56	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KKB80983.1	VOC family protein	124	20	1.02634E-86	88.03	3	F:GO:0016829; F:GO:0051213; P:GO:0055114	F:lyase activity; F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	KKB76825.1	alcohol dehydrogenase (cytochrome c)	586	20	0.0	80.02	3	F:GO:0052935; F:GO:0052936; P:GO:0055114	F:ethanol:cytochrome c oxidoreductase activity; F:2-chloroethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	KKA14575.1	sugar ABC transporter substrate-binding protein	327	20	0.0	98.82	2	F:GO:0005534; P:GO:0015757	F:galactose binding; P:galactose transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KKA11762.1	multidrug MFS transporter	444	20	0.0	91.83	1	F:GO:0033961	F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9	Microsomal epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	KJX70215.1	O-acetylhomoserine aminocarboxypropyltransferase	436	20	0.0	95.77	8	F:GO:0003961; F:GO:0003962; F:GO:0004124; F:GO:0016787; F:GO:0018826; P:GO:0019344; F:GO:0030170; P:GO:0071266	F:O-acetylhomoserine aminocarboxypropyltransferase activity; F:cystathionine gamma-synthase activity; F:cysteine synthase activity; F:hydrolase activity; F:methionine gamma-lyase activity; P:cysteine biosynthetic process; F:pyridoxal phosphate binding; P:'de novo' L-methionine biosynthetic process	EC:2.5.1.49; EC:2.5.1.48; EC:2.5.1.47; EC:4.4.1.11	O-acetylhomoserine aminocarboxypropyltransferase; Cystathionine gamma-synthase; Cysteine synthase; Methionine gamma-lyase			
true	[BLASTED, MAPPED, ANNOTATED]	KJL33169.1	dihydroxyacetone kinase subunit DhaK	331	20	0.0	94.84	4	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	F:glycerone kinase activity; P:glycerol metabolic process; P:phosphorylation; F:phosphoenolpyruvate-glycerone phosphotransferase activity	EC:2.7.1.29; EC:2.7.1.121	Glycerone kinase; Phosphoenolpyruvate--glycerone phosphotransferase			
true	[BLASTED, MAPPED, ANNOTATED]	KJK74477.1	L-amino acid oxidase	645	20	0.0	90.44	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	KJK23152.1	sorbosone dehydrogenase family protein	364	20	0.0	90.99	2	F:GO:0016491; P:GO:0055114	F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED]	KJK11820.1	Cna protein B-type domain-containing protein	523	20	0.0	61.5	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	KJJ94885.1	twin-arginine translocation signal domain-containing protein	1001	20	0.0	99.02	5	F:GO:0016491; F:GO:0043546; F:GO:0046872; F:GO:0051539; P:GO:0055114	F:oxidoreductase activity; F:molybdopterin cofactor binding; F:metal ion binding; F:4 iron, 4 sulfur cluster binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	KJC61775.1	superoxide dismutase	244	20	0.0	90.28	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KJC59596.1	sugar ABC transporter substrate-binding protein	311	20	0.0	95.64	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	KJC59064.1	multidrug MFS transporter	439	20	0.0	88.09	2	F:GO:0016746; F:GO:0033961	F:transferase activity, transferring acyl groups; F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9	Microsomal epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	KJC55693.1	class II fumarate hydratase	475	20	0.0	92.48	4	F:GO:0004333; P:GO:0006099; P:GO:0006106; C:GO:0045239	F:fumarate hydratase activity; P:tricarboxylic acid cycle; P:fumarate metabolic process; C:tricarboxylic acid cycle enzyme complex	EC:4.2.1.2	Fumarate hydratase			
true	[BLASTED, MAPPED, ANNOTATED]	KJC55099.1	iron ABC transporter substrate-binding protein	356	20	0.0	96.14	1	F:GO:0046872	F:metal ion binding					
true	[BLASTED, MAPPED]	KJC54498.1	hypothetical protein UP09_08380	202	20	3.07417E-143	78.3	3	F:GO:0003774; F:GO:0005524; C:GO:0016459	F:motor activity; F:ATP binding; C:myosin complex					
true	[BLASTED, MAPPED, ANNOTATED]	KJC46944.1	carbohydrate porin	449	20	0.0	94.67	6	P:GO:0006811; P:GO:0008643; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	P:ion transport; P:carbohydrate transport; C:cell outer membrane; F:porin activity; C:pore complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KJC45211.1	transporter substrate-binding domain-containing protein	276	20	0.0	83.89	3	F:GO:0004970; C:GO:0016020; P:GO:0035235	F:ionotropic glutamate receptor activity; C:membrane; P:ionotropic glutamate receptor signaling pathway					
true	[BLASTED, MAPPED]	KJC39509.1	N-acyl homoserine lactonase family protein	272	20	0.0	81.83	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	KIR66396.1	ABC transporter substrate-binding protein	338	20	0.0	93.77	2	F:GO:0005534; P:GO:0015757	F:galactose binding; P:galactose transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KIR65181.1	peptide-methionine (S)-S-oxide reductase MsrA	220	20	4.98383E-163	95.66	3	P:GO:0006464; F:GO:0008113; P:GO:0055114	P:cellular protein modification process; F:peptide-methionine (S)-S-oxide reductase activity; P:oxidation-reduction process	EC:1.8.4.11	Peptide-methionine (S)-S-oxide reductase			
true	[BLASTED, MAPPED, ANNOTATED]	KIR65059.1	BMP family ABC transporter substrate-binding protein	356	20	0.0	95.11	1	C:GO:0005886	C:plasma membrane					
true	[BLASTED, MAPPED, ANNOTATED]	KIR63193.1	superoxide dismutase, Ni	134	20	1.2824E-94	94.59	3	F:GO:0004784; F:GO:0016151; P:GO:0019430	F:superoxide dismutase activity; F:nickel cation binding; P:removal of superoxide radicals	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KIR61379.1	sugar ABC transporter substrate-binding protein	432	20	0.0	93.18	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	KIQ66401.1	alpha/beta hydrolase	228	20	1.05892E-166	91.53	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	KIP81330.1	TonB-dependent receptor	885	20	0.0	94.06	2	C:GO:0009279; C:GO:0016021	C:cell outer membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	KIG10644.1	fructose bisphosphate aldolase	298	20	0.0	95.08	2	F:GO:0004332; P:GO:0006096	F:fructose-bisphosphate aldolase activity; P:glycolytic process	EC:4.1.2.13	Fructose-bisphosphate aldolase			
true	[BLASTED, MAPPED, ANNOTATED]	KIG10086.1	branched-chain amino acid ABC transporter substrate-binding protein	385	20	0.0	90.66	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	KIF65851.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase	498	20	0.0	95.78	2	F:GO:0004491; P:GO:0055114	F:methylmalonate-semialdehyde dehydrogenase (acylating) activity; P:oxidation-reduction process	EC:1.2.1.27	Methylmalonate-semialdehyde dehydrogenase (CoA acylating)			
true	[BLASTED, MAPPED, ANNOTATED]	KIF65803.1	sugar ABC transporter substrate-binding protein	310	20	0.0	96.52	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	KHD77483.1	superoxide dismutase, Ni	128	20	5.1682E-90	93.12	4	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	F:superoxide dismutase activity; F:nickel cation binding; P:removal of superoxide radicals; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KHD72203.1	sugar ABC transporter substrate-binding protein	375	20	0.0	90.69	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	KHD20023.1	fructose bisphosphate aldolase	298	20	0.0	92.79	2	F:GO:0004332; P:GO:0006096	F:fructose-bisphosphate aldolase activity; P:glycolytic process	EC:4.1.2.13	Fructose-bisphosphate aldolase			
true	[BLASTED, MAPPED, ANNOTATED]	KHA63679.1	TonB-dependent receptor	1011	20	0.0	86.33	2	C:GO:0009279; C:GO:0016021	C:cell outer membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	KGM12278.1	peptidylprolyl isomerase	179	20	8.46252E-127	90.28	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	KGM10475.1	pyruvate, phosphate dikinase	905	20	0.0	88.59	6	F:GO:0005524; P:GO:0006090; F:GO:0016301; P:GO:0016310; F:GO:0046872; F:GO:0050242	F:ATP binding; P:pyruvate metabolic process; F:kinase activity; P:phosphorylation; F:metal ion binding; F:pyruvate, phosphate dikinase activity	EC:2.7.9.1	Pyruvate, phosphate dikinase			
true	[BLASTED, MAPPED, ANNOTATED]	KGJ12268.1	superoxide dismutase	199	20	1.48162E-146	96.83	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KGI79186.1	alpha/beta fold hydrolase	355	20	0.0	79.62	2	P:GO:0006508; F:GO:0008233	P:proteolysis; F:peptidase activity					
true	[BLASTED, MAPPED, ANNOTATED]	KGI79042.1	S-(hydroxymethyl)glutathione synthase	191	20	6.18965E-139	85.35	3	F:GO:0008270; P:GO:0046294; F:GO:0051907	F:zinc ion binding; P:formaldehyde catabolic process; F:S-(hydroxymethyl)glutathione synthase activity	EC:4.4.1.22	S-(hydroxymethyl)glutathione synthase			
true	[BLASTED, MAPPED, ANNOTATED]	KGF65175.1	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family	790	20	0.0	91.52	4	C:GO:0016021; F:GO:0016614; F:GO:0048038; P:GO:0055114	C:integral component of membrane; F:oxidoreductase activity, acting on CH-OH group of donors; F:quinone binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	KFN40978.1	phosphate ABC transporter substrate-binding protein PstS	342	20	0.0	88.0	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	KFL32760.1	ABC transporter substrate-binding protein	635	20	0.0	87.95	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KFL28864.1	Glucose dehydrogenase, PQQ-dependent	563	20	0.0	69.34	2	F:GO:0008876; P:GO:0055114	F:quinoprotein glucose dehydrogenase activity; P:oxidation-reduction process	EC:1.1.5.2; EC:1.1.99.10	Quinoprotein glucose dehydrogenase (PQQ, quinone); Acting on the CH-OH group of donors			
true	[BLASTED, MAPPED, ANNOTATED]	KFL25682.1	PQQ-dependent dehydrogenase, methanol/ethanol family	599	20	0.0	73.44	4	F:GO:0005509; F:GO:0008876; C:GO:0016020; P:GO:0055114	F:calcium ion binding; F:quinoprotein glucose dehydrogenase activity; C:membrane; P:oxidation-reduction process	EC:1.1.5.2; EC:1.1.99.10	Quinoprotein glucose dehydrogenase (PQQ, quinone); Acting on the CH-OH group of donors			
true	[BLASTED, MAPPED, ANNOTATED]	KFL25163.1	alcohol dehydrogenase (cytochrome c)	586	20	0.0	75.99	3	F:GO:0052935; F:GO:0052936; P:GO:0055114	F:ethanol:cytochrome c oxidoreductase activity; F:2-chloroethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	KFL25057.1	ABC transporter substrate-binding protein	530	20	0.0	92.82	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KFI07110.1	phosphate ABC transporter substrate-binding protein PstS	345	20	0.0	92.19	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	KFG70148.1	sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB	437	20	0.0	94.54	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	KFG69295.1	sugar ABC transporter substrate-binding protein	438	20	0.0	87.28	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	KFG66877.1	carbohydrate ABC transporter substrate-binding protein	429	20	0.0	86.98	1	P:GO:0055085	P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	KFF11363.1	superoxide dismutase	208	20	8.00418E-154	93.56	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	KFA86849.1	TonB-dependent receptor	1085	20	0.0	85.73	3	F:GO:0004180; P:GO:0006508; F:GO:0030246	F:carboxypeptidase activity; P:proteolysis; F:carbohydrate binding					
true	[BLASTED, MAPPED, ANNOTATED]	KER65608.1	spermidine/putrescine ABC transporter substrate-binding protein	381	20	0.0	99.65	3	P:GO:0015846; F:GO:0019808; C:GO:0042597	P:polyamine transport; F:polyamine binding; C:periplasmic space					
true	[BLASTED, MAPPED, ANNOTATED]	KEO58717.1	translocation protein TolB	456	20	0.0	96.28	4	P:GO:0007049; P:GO:0017038; C:GO:0042597; P:GO:0051301	P:cell cycle; P:protein import; C:periplasmic space; P:cell division					
true	[BLASTED, MAPPED, ANNOTATED]	KEO55759.1	sugar ABC transporter substrate-binding protein	437	20	0.0	96.11	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	KDU88492.1	epoxide hydrolase	400	20	0.0	87.0	1	F:GO:0033961	F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9	Microsomal epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	KDU85080.1	zinc metalloprotease	758	20	0.0	94.97	4	F:GO:0004222; F:GO:0005509; P:GO:0006508; C:GO:0016020	F:metalloendopeptidase activity; F:calcium ion binding; P:proteolysis; C:membrane	EC:3.4.24	Acting on peptide bonds (peptidases)			
true	[BLASTED, MAPPED, ANNOTATED]	KDR42228.1	phospholipase	521	20	0.0	74.27	1	F:GO:0016788	F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	KDR31495.1	quinonprotein alcohol dehydrogenase	583	20	0.0	94.12	4	F:GO:0005509; C:GO:0016020; F:GO:0016614; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	KDB08079.1	phospholipase	514	20	0.0	73.33	1	F:GO:0034480	F:phosphatidylcholine phospholipase C activity	EC:3.1.4.3	Phospholipase C			
true	[BLASTED, MAPPED, ANNOTATED]	KAK46214.1	phosphate ABC transporter substrate-binding protein PstS	339	20	0.0	92.44	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	GAW21533.1	glycoside hydrolase family 6 protein	391	20	0.0	88.89	2	F:GO:0016162; P:GO:0030245	F:cellulose 1,4-beta-cellobiosidase activity; P:cellulose catabolic process	EC:3.2.1.91	Cellulose 1,4-beta-cellobiosidase (non-reducing end)			
true	[BLASTED, MAPPED, ANNOTATED]	GAW21314.1	superoxide dismutase [Cu-Zn]	154	20	1.33373E-107	93.33	10	F:GO:0004784; C:GO:0005615; C:GO:0005737; P:GO:0006882; F:GO:0008270; F:GO:0016532; P:GO:0019430; P:GO:0043085; P:GO:0045454; P:GO:0055114	F:superoxide dismutase activity; C:extracellular space; C:cytoplasm; P:cellular zinc ion homeostasis; F:zinc ion binding; F:superoxide dismutase copper chaperone activity; P:removal of superoxide radicals; P:positive regulation of catalytic activity; P:cell redox homeostasis; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	GAW12081.1	Exoglucanase 1	445	20	0.0	87.92	2	F:GO:0004553; P:GO:0030245	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:cellulose catabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	GAT35583.1	fumarate hydratase, class II	467	20	0.0	92.74	4	F:GO:0004333; P:GO:0006099; P:GO:0006106; C:GO:0045239	F:fumarate hydratase activity; P:tricarboxylic acid cycle; P:fumarate metabolic process; C:tricarboxylic acid cycle enzyme complex	EC:4.2.1.2	Fumarate hydratase			
true	[BLASTED, MAPPED, ANNOTATED]	GAP68635.1	peptidylprolyl isomerase	147	20	1.33944E-104	90.64	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	GAP15010.1	superoxide dismutase	202	20	1.9461E-147	80.23	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	GAP14185.1	BMP family ABC transporter substrate-binding protein	421	20	0.0	83.22	1	C:GO:0005886	C:plasma membrane					
true	[BLASTED, MAPPED, ANNOTATED]	GAO02657.1	malate dehydrogenase	316	20	0.0	92.88	3	P:GO:0005975; P:GO:0006099; F:GO:0030060	P:carbohydrate metabolic process; P:tricarboxylic acid cycle; F:L-malate dehydrogenase activity	EC:1.1.1.37	Malate dehydrogenase			
true	[BLASTED, MAPPED, ANNOTATED]	GAN49152.1	malate dehydrogenase	320	20	0.0	97.95	3	P:GO:0005975; P:GO:0006099; F:GO:0030060	P:carbohydrate metabolic process; P:tricarboxylic acid cycle; F:L-malate dehydrogenase activity	EC:1.1.1.37	Malate dehydrogenase			
true	[BLASTED, MAPPED, ANNOTATED]	GAM08732.1	kelch-like protein	1374	20	0.0	60.34	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	EZP72071.1	TonB-dependent receptor	1020	20	0.0	84.78	2	C:GO:0009279; C:GO:0016021	C:cell outer membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	EYT82579.1	type 1 glutamine amidotransferase domain-containing protein	279	20	0.0	96.35	4	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	P:proteolysis; P:glutamine metabolic process; F:peptidase activity; F:transferase activity					
true	[BLASTED, MAPPED, ANNOTATED]	EYD75977.1	extracellular solute-binding protein	672	20	0.0	86.15	3	C:GO:0005886; C:GO:0016021; P:GO:0055085	C:plasma membrane; C:integral component of membrane; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	EYD75743.1	sugar ABC transporter substrate-binding protein	274	20	0.0	84.91	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	EYD75402.1	sugar ABC transporter substrate-binding protein	328	20	0.0	84.6	1	P:GO:0008643	P:carbohydrate transport					
